city,state,state_full,county,county_fips
Ramsey,IN,Indiana,Harrison,18061
Redkey,IN,Indiana,Jay,18075
Reelsville,IN,Indiana,Putnam,18107
Remington,IN,Indiana,Jasper,18159
Rensselaer,IN,Indiana,Jasper,18159
Reynolds,IN,Indiana,White,18145
Richland,IN,Indiana,Spencer,18147
Richmond,IN,Indiana,Wayne,18305
Ridgeville,IN,Indiana,Randolph,18111
Riley,IN,Indiana,Vigo,18167
Rising Sun,IN,Indiana,Ohio,18115
Roachdale,IN,Indiana,Putnam,18107
Roann,IN,Indiana,Wabash,18185
Roanoke,IN,Indiana,Huntington,18069
Rochester,IN,Indiana,Fulton,18049
Rockfield,IN,Indiana,Carroll,18015
Rockport,IN,Indiana,Spencer,18147
Rockville,IN,Indiana,Parke,18121
Rolling Prairie,IN,Indiana,La Porte,18091
Rome,IN,Indiana,Perry,18105
Rome City,IN,Indiana,Noble,18113
Romney,IN,Indiana,Tippecanoe,18157
Rosedale,IN,Indiana,Parke,18121
Roselawn,IN,Indiana,Newton,18101
Rossville,IN,Indiana,Clinton,18027
Royal Center,IN,Indiana,Cass,18017
Rushville,IN,Indiana,Rush,18139
Russellville,IN,Indiana,Putnam,18107
Russiaville,IN,Indiana,Howard,18061
Saint Anthony,IN,Indiana,Dubois,18037
Saint Bernice,IN,Indiana,Vermillion,18165
Saint Croix,IN,Indiana,Perry,18105
Saint Joe,IN,Indiana,De Kalb,18049
Saint John,IN,Indiana,Lake,18033
Saint Mary Of The Woods,IN,Indiana,Vigo,18167
Saint Meinrad,IN,Indiana,Spencer,18147
Saint Paul,IN,Indiana,Decatur,18087
Salamonia,IN,Indiana,Jay,18075
Salem,IN,Indiana,Washington,18129
San Pierre,IN,Indiana,Starke,18149
Sandborn,IN,Indiana,Knox,18095
Santa Claus,IN,Indiana,Spencer,18147
Saratoga,IN,Indiana,Randolph,18111
Schererville,IN,Indiana,Lake,18033
Schneider,IN,Indiana,Lake,18033
Schnellville,IN,Indiana,Dubois,18037
Scipio,IN,Indiana,Jennings,18079
Scotland,IN,Indiana,Greene,18063
Scottsburg,IN,Indiana,Scott,18127
Sedalia,IN,Indiana,Clinton,18027
Seelyville,IN,Indiana,Vigo,18167
Sellersburg,IN,Indiana,Clark,18019
Selma,IN,Indiana,Delaware,18035
Servia,IN,Indiana,Wabash,18185
Seymour,IN,Indiana,Jackson,18071
Sharpsville,IN,Indiana,Tipton,18159
Shelburn,IN,Indiana,Sullivan,18153
Shelby,IN,Indiana,Lake,18033
Shelbyville,IN,Indiana,Shelby,18117
Shepardsville,IN,Indiana,Vigo,18167
Sheridan,IN,Indiana,Hamilton,18047
Shipshewana,IN,Indiana,Lagrange,18087
Shirley,IN,Indiana,Henry,18067
Shoals,IN,Indiana,Martin,18085
Silver Lake,IN,Indiana,Kosciusko,18085
Smithville,IN,Indiana,Monroe,18099
Solsberry,IN,Indiana,Greene,18063
Somerset,IN,Indiana,Wabash,18185
Somerville,IN,Indiana,Gibson,18051
South Bend,IN,Indiana,St Joseph,18141
South Milford,IN,Indiana,Lagrange,18087
South Whitley,IN,Indiana,Whitley,18183
Speedway,IN,Indiana,Marion,18093
Spencer,IN,Indiana,Owen,18119
Spencerville,IN,Indiana,Allen,18003
Spiceland,IN,Indiana,Henry,18067
Springport,IN,Indiana,Henry,18067
Springville,IN,Indiana,Lawrence,18079
Spurgeon,IN,Indiana,Pike,18109
Stanford,IN,Indiana,Monroe,18099
Star City,IN,Indiana,Pulaski,18119
State Line,IN,Indiana,Warren,18301
Staunton,IN,Indiana,Clay,18027
Stendal,IN,Indiana,Pike,18109
Stilesville,IN,Indiana,Hendricks,18063
Stinesville,IN,Indiana,Monroe,18099
Stockwell,IN,Indiana,Tippecanoe,18157
Straughn,IN,Indiana,Henry,18067
Stroh,IN,Indiana,Lagrange,18087
Sullivan,IN,Indiana,Sullivan,18153
Sulphur,IN,Indiana,Crawford,18033
Sulphur Springs,IN,Indiana,Henry,18067
Sumava Resorts,IN,Indiana,Newton,18101
Summitville,IN,Indiana,Madison,18089
Sunman,IN,Indiana,Ripley,18137
Swayzee,IN,Indiana,Grant,18053
Sweetser,IN,Indiana,Grant,18053
Switz City,IN,Indiana,Greene,18063
Syracuse,IN,Indiana,Kosciusko,18085
Talbot,IN,Indiana,Benton,18007
Taswell,IN,Indiana,Crawford,18033
Taylorsville,IN,Indiana,Bartholomew,18005
Tefft,IN,Indiana,Jasper,18159
Tell City,IN,Indiana,Perry,18105
Templeton,IN,Indiana,Benton,18007
Tennyson,IN,Indiana,Warrick,18173
Terre Haute,IN,Indiana,Vigo,18167
Thayer,IN,Indiana,Newton,18101
Thorntown,IN,Indiana,Boone,18009
Tippecanoe,IN,Indiana,Marshall,18095
Tipton,IN,Indiana,Tipton,18159
Topeka,IN,Indiana,Lagrange,18087
Trafalgar,IN,Indiana,Johnson,18071
Troy,IN,Indiana,Spencer,18147
Tunnelton,IN,Indiana,Lawrence,18079
Twelve Mile,IN,Indiana,Cass,18017
Tyner,IN,Indiana,Marshall,18095
Underwood,IN,Indiana,Scott,18127
Union City,IN,Indiana,Randolph,18111
Union Mills,IN,Indiana,La Porte,18091
Uniondale,IN,Indiana,Wells,18179
Unionville,IN,Indiana,Monroe,18099
Universal,IN,Indiana,Vermillion,18165
Upland,IN,Indiana,Grant,18053
Urbana,IN,Indiana,Wabash,18185
Vallonia,IN,Indiana,Jackson,18071
Valparaiso,IN,Indiana,Porter,18127
Van Buren,IN,Indiana,Grant,18053
Veedersburg,IN,Indiana,Fountain,18045
Velpen,IN,Indiana,Pike,18109
Vernon,IN,Indiana,Jennings,18079
Versailles,IN,Indiana,Ripley,18137
Vevay,IN,Indiana,Switzerland,18155
Vincennes,IN,Indiana,Knox,18095
Wabash,IN,Indiana,Wabash,18185
Wadesville,IN,Indiana,Posey,18129
Wakarusa,IN,Indiana,Elkhart,18039
Waldron,IN,Indiana,Shelby,18117
Walkerton,IN,Indiana,St Joseph,18141
Wallace,IN,Indiana,Fountain,18045
Walton,IN,Indiana,Cass,18017
Wanatah,IN,Indiana,La Porte,18091
Warren,IN,Indiana,Huntington,18069
Warsaw,IN,Indiana,Kosciusko,18085
Washington,IN,Indiana,Daviess,18027
Waterloo,IN,Indiana,De Kalb,18049
Waveland,IN,Indiana,Montgomery,18101
Wawaka,IN,Indiana,Noble,18113
Waynetown,IN,Indiana,Montgomery,18101
Webster,IN,Indiana,Wayne,18305
West Baden Springs,IN,Indiana,Orange,18059
West College Corner,IN,Indiana,Union,18139
West Harrison,IN,Indiana,Dearborn,18029
West Lafayette,IN,Indiana,Tippecanoe,18157
West Lebanon,IN,Indiana,Warren,18301
West Middleton,IN,Indiana,Howard,18061
West Newton,IN,Indiana,Marion,18093
West Terre Haute,IN,Indiana,Vigo,18167
Westfield,IN,Indiana,Hamilton,18047
Westphalia,IN,Indiana,Knox,18095
Westpoint,IN,Indiana,Tippecanoe,18157
Westport,IN,Indiana,Decatur,18087
Westville,IN,Indiana,La Porte,18091
Wheatfield,IN,Indiana,Jasper,18159
Wheatland,IN,Indiana,Knox,18095
Wheeler,IN,Indiana,Porter,18127
Whiteland,IN,Indiana,Johnson,18071
Whitestown,IN,Indiana,Boone,18009
Whiting,IN,Indiana,Lake,18033
Wilkinson,IN,Indiana,Hancock,18141
Williams,IN,Indiana,Lawrence,18079
Williamsburg,IN,Indiana,Wayne,18305
Williamsport,IN,Indiana,Warren,18301
Winamac,IN,Indiana,Pulaski,18119
Winchester,IN,Indiana,Randolph,18111
Windfall,IN,Indiana,Tipton,18159
Wingate,IN,Indiana,Montgomery,18101
Winona Lake,IN,Indiana,Kosciusko,18085
Winslow,IN,Indiana,Pike,18109
Wolcott,IN,Indiana,White,18145
Wolcottville,IN,Indiana,Lagrange,18087
Wolflake,IN,Indiana,Noble,18113
Woodburn,IN,Indiana,Allen,18003
Worthington,IN,Indiana,Greene,18063
Wyatt,IN,Indiana,St Joseph,18141
Yeoman,IN,Indiana,Carroll,18015
Yoder,IN,Indiana,Allen,18003
Yorktown,IN,Indiana,Delaware,18035
Young America,IN,Indiana,Cass,18017
Zanesville,IN,Indiana,Allen,18003
Zionsville,IN,Indiana,Boone,18009
Abbyville,KS,Kansas,Reno,20155
Abilene,KS,Kansas,Dickinson,20059
Admire,KS,Kansas,Lyon,20119
Agenda,KS,Kansas,Republic,20157
Agra,KS,Kansas,Phillips,20107
Albert,KS,Kansas,Barton,20009
Alden,KS,Kansas,Rice,20159
Alexander,KS,Kansas,Rush,20139
Allen,KS,Kansas,Lyon,20119
Alma,KS,Kansas,Wabaunsee,20197
Almena,KS,Kansas,Norton,20137
Alta Vista,KS,Kansas,Wabaunsee,20197
Altamont,KS,Kansas,Labette,20099
Alton,KS,Kansas,Osborne,20141
Altoona,KS,Kansas,Wilson,20205
Americus,KS,Kansas,Lyon,20119
Andale,KS,Kansas,Sedgwick,20115
Andover,KS,Kansas,Butler,20013
Anthony,KS,Kansas,Harper,20077
Arcadia,KS,Kansas,Crawford,20033
Argonia,KS,Kansas,Sumner,20191
Arkansas City,KS,Kansas,Cowley,20035
Arlington,KS,Kansas,Reno,20155
Arma,KS,Kansas,Crawford,20033
Arnold,KS,Kansas,Ness,20135
Ashland,KS,Kansas,Clark,20019
Assaria,KS,Kansas,Saline,20125
Atchison,KS,Kansas,Atchison,20005
Athol,KS,Kansas,Smith,20183
Atlanta,KS,Kansas,Cowley,20035
Attica,KS,Kansas,Harper,20077
Atwood,KS,Kansas,Rawlins,20153
Auburn,KS,Kansas,Shawnee,20177
Augusta,KS,Kansas,Butler,20013
Aurora,KS,Kansas,Cloud,20029
Axtell,KS,Kansas,Marshall,20095
Baileyville,KS,Kansas,Nemaha,20131
Baldwin City,KS,Kansas,Douglas,20035
Barnard,KS,Kansas,Lincoln,20079
Barnes,KS,Kansas,Washington,20129
Bartlett,KS,Kansas,Labette,20099
Basehor,KS,Kansas,Leavenworth,20103
Baxter Springs,KS,Kansas,Cherokee,20019
Bazine,KS,Kansas,Ness,20135
Beattie,KS,Kansas,Marshall,20095
Beaumont,KS,Kansas,Butler,20013
Beeler,KS,Kansas,Ness,20135
Belle Plaine,KS,Kansas,Sumner,20191
Belleville,KS,Kansas,Republic,20157
Beloit,KS,Kansas,Mitchell,20205
Belpre,KS,Kansas,Edwards,20047
Belvue,KS,Kansas,Pottawatomie,20149
Bendena,KS,Kansas,Doniphan,20043
Benedict,KS,Kansas,Wilson,20205
Bennington,KS,Kansas,Ottawa,20143
Bentley,KS,Kansas,Sedgwick,20115
Benton,KS,Kansas,Butler,20013
Bern,KS,Kansas,Nemaha,20131
Berryton,KS,Kansas,Shawnee,20177
Beverly,KS,Kansas,Lincoln,20079
Bird City,KS,Kansas,Cheyenne,20017
Bison,KS,Kansas,Rush,20139
Blue Mound,KS,Kansas,Linn,20113
Blue Rapids,KS,Kansas,Marshall,20095
Bluff City,KS,Kansas,Harper,20077
Bogue,KS,Kansas,Graham,20009
Bonner Springs,KS,Kansas,Wyandotte,20209
Bremen,KS,Kansas,Marshall,20095
Brewster,KS,Kansas,Thomas,20275
Bronson,KS,Kansas,Bourbon,20011
Brookville,KS,Kansas,Saline,20125
Brownell,KS,Kansas,Ness,20135
Bucklin,KS,Kansas,Ford,20053
Bucyrus,KS,Kansas,Miami,20103
Buffalo,KS,Kansas,Wilson,20205
Buhler,KS,Kansas,Reno,20155
Bunker Hill,KS,Kansas,Russell,20113
Burden,KS,Kansas,Cowley,20035
Burdett,KS,Kansas,Pawnee,20145
Burdick,KS,Kansas,Morris,20127
Burlingame,KS,Kansas,Osage,20139
Burlington,KS,Kansas,Coffey,20031
Burns,KS,Kansas,Marion,20093
Burr Oak,KS,Kansas,Jewell,20089
Burrton,KS,Kansas,Harvey,20079
Bushton,KS,Kansas,Rice,20159
Byers,KS,Kansas,Pratt,20151
Caldwell,KS,Kansas,Sumner,20191
Cambridge,KS,Kansas,Cowley,20035
Caney,KS,Kansas,Montgomery,20101
Canton,KS,Kansas,Mcpherson,20113
Carbondale,KS,Kansas,Osage,20139
Cassoday,KS,Kansas,Butler,20013
Catharine,KS,Kansas,Ellis,20051
Cawker City,KS,Kansas,Mitchell,20205
Cedar,KS,Kansas,Smith,20183
Cedar Point,KS,Kansas,Chase,20017
Cedar Vale,KS,Kansas,Chautauqua,20019
Centerville,KS,Kansas,Anderson,20003
Centralia,KS,Kansas,Nemaha,20131
Chanute,KS,Kansas,Neosho,20133
Chapman,KS,Kansas,Dickinson,20059
Chase,KS,Kansas,Rice,20159
Chautauqua,KS,Kansas,Chautauqua,20019
Cheney,KS,Kansas,Sedgwick,20115
Cherokee,KS,Kansas,Crawford,20033
Cherryvale,KS,Kansas,Montgomery,20101
Chetopa,KS,Kansas,Labette,20099
Cimarron,KS,Kansas,Gray,20069
Circleville,KS,Kansas,Jackson,20071
Claflin,KS,Kansas,Barton,20009
Clay Center,KS,Kansas,Clay,20027
Clayton,KS,Kansas,Norton,20137
Clearview City,KS,Kansas,Johnson,20071
Clearwater,KS,Kansas,Sedgwick,20115
Clifton,KS,Kansas,Washington,20129
Clyde,KS,Kansas,Cloud,20029
Coats,KS,Kansas,Pratt,20151
Coffeyville,KS,Kansas,Montgomery,20101
Colby,KS,Kansas,Thomas,20275
Coldwater,KS,Kansas,Comanche,20033
Collyer,KS,Kansas,Trego,20195
Colony,KS,Kansas,Anderson,20003
Columbus,KS,Kansas,Cherokee,20019
Colwich,KS,Kansas,Sedgwick,20115
Concordia,KS,Kansas,Cloud,20029
Conway Springs,KS,Kansas,Sumner,20191
Coolidge,KS,Kansas,Hamilton,20047
Copeland,KS,Kansas,Gray,20069
Corning,KS,Kansas,Nemaha,20131
Cottonwood Falls,KS,Kansas,Chase,20017
Council Grove,KS,Kansas,Morris,20127
Courtland,KS,Kansas,Republic,20157
Crestline,KS,Kansas,Cherokee,20019
Cuba,KS,Kansas,Republic,20157
Cummings,KS,Kansas,Atchison,20005
Cunningham,KS,Kansas,Kingman,20095
Damar,KS,Kansas,Rooks,20163
Danville,KS,Kansas,Harper,20077
De Soto,KS,Kansas,Johnson,20071
Dearing,KS,Kansas,Montgomery,20101
Deerfield,KS,Kansas,Kearny,20093
Delia,KS,Kansas,Jackson,20071
Delphos,KS,Kansas,Ottawa,20143
Denison,KS,Kansas,Jackson,20071
Dennis,KS,Kansas,Labette,20099
Denton,KS,Kansas,Doniphan,20043
Derby,KS,Kansas,Sedgwick,20115
Dexter,KS,Kansas,Cowley,20035
Dighton,KS,Kansas,Lane,20101
Dodge City,KS,Kansas,Ford,20053
Dorrance,KS,Kansas,Russell,20113
Douglass,KS,Kansas,Butler,20013
Dover,KS,Kansas,Shawnee,20177
Downs,KS,Kansas,Osborne,20141
Dresden,KS,Kansas,Decatur,20087
Durham,KS,Kansas,Marion,20093
Dwight,KS,Kansas,Morris,20127
Easton,KS,Kansas,Leavenworth,20103
Edgerton,KS,Kansas,Johnson,20071
Edna,KS,Kansas,Labette,20099
Edson,KS,Kansas,Sherman,20181
Edwardsville,KS,Kansas,Wyandotte,20209
Effingham,KS,Kansas,Atchison,20005
El Dorado,KS,Kansas,Butler,20013
Elbing,KS,Kansas,Butler,20013
Elk City,KS,Kansas,Montgomery,20101
Elk Falls,KS,Kansas,Elk,20049
Elkhart,KS,Kansas,Morton,20129
Ellinwood,KS,Kansas,Barton,20009
Ellis,KS,Kansas,Ellis,20051
Ellsworth,KS,Kansas,Ellsworth,20053
Elmdale,KS,Kansas,Chase,20017
Elsmore,KS,Kansas,Allen,20003
Elwood,KS,Kansas,Doniphan,20043
Emmett,KS,Kansas,Pottawatomie,20149
Emporia,KS,Kansas,Lyon,20119
Englewood,KS,Kansas,Clark,20019
Ensign,KS,Kansas,Gray,20069
Enterprise,KS,Kansas,Dickinson,20059
Erie,KS,Kansas,Neosho,20133
Esbon,KS,Kansas,Jewell,20089
Eskridge,KS,Kansas,Wabaunsee,20197
Eudora,KS,Kansas,Douglas,20035
Eureka,KS,Kansas,Greenwood,20073
Everest,KS,Kansas,Brown,20009
Fairview,KS,Kansas,Brown,20009
Fall River,KS,Kansas,Greenwood,20073
Falun,KS,Kansas,Saline,20125
Farlington,KS,Kansas,Crawford,20033
Florence,KS,Kansas,Marion,20093
Fontana,KS,Kansas,Miami,20103
Ford,KS,Kansas,Ford,20053
Formoso,KS,Kansas,Jewell,20089
Fort Dodge,KS,Kansas,Ford,20053
Fort Leavenworth,KS,Kansas,Leavenworth,20103
Fort Riley,KS,Kansas,Geary,20061
Fort Scott,KS,Kansas,Bourbon,20011
Fostoria,KS,Kansas,Pottawatomie,20149
Fowler,KS,Kansas,Meade,20119
Frankfort,KS,Kansas,Marshall,20095
Franklin,KS,Kansas,Crawford,20033
Fredonia,KS,Kansas,Wilson,20205
Freeport,KS,Kansas,Harper,20077
Frontenac,KS,Kansas,Crawford,20033
Fulton,KS,Kansas,Bourbon,20011
Galena,KS,Kansas,Cherokee,20019
Galesburg,KS,Kansas,Neosho,20133
Galva,KS,Kansas,Mcpherson,20113
Garden City,KS,Kansas,Finney,20055
Garden Plain,KS,Kansas,Sedgwick,20115
Gardner,KS,Kansas,Johnson,20071
Garfield,KS,Kansas,Pawnee,20145
Garland,KS,Kansas,Bourbon,20011
Garnett,KS,Kansas,Anderson,20003
Gas,KS,Kansas,Allen,20003
Gaylord,KS,Kansas,Smith,20183
Gem,KS,Kansas,Thomas,20275
Geneseo,KS,Kansas,Rice,20159
Geuda Springs,KS,Kansas,Sumner,20191
Girard,KS,Kansas,Crawford,20033
Glade,KS,Kansas,Phillips,20107
Glasco,KS,Kansas,Cloud,20029
Glen Elder,KS,Kansas,Mitchell,20205
Goddard,KS,Kansas,Sedgwick,20115
Goessel,KS,Kansas,Marion,20093
Goff,KS,Kansas,Nemaha,20131
Goodland,KS,Kansas,Sherman,20181
Gorham,KS,Kansas,Russell,20113
Gove,KS,Kansas,Gove,20063
Grainfield,KS,Kansas,Gove,20063
Grantville,KS,Kansas,Jefferson,20073
Great Bend,KS,Kansas,Barton,20009
Greeley,KS,Kansas,Anderson,20003
Green,KS,Kansas,Clay,20027
Greenleaf,KS,Kansas,Washington,20129
Greensburg,KS,Kansas,Kiowa,20061
Greenwich,KS,Kansas,Sedgwick,20115
Grenola,KS,Kansas,Elk,20049
Gridley,KS,Kansas,Coffey,20031
Grinnell,KS,Kansas,Gove,20063
Gypsum,KS,Kansas,Saline,20125
Haddam,KS,Kansas,Washington,20129
Halstead,KS,Kansas,Harvey,20079
Hamilton,KS,Kansas,Greenwood,20073
Hanover,KS,Kansas,Washington,20129
Hanston,KS,Kansas,Hodgeman,20083
Hardtner,KS,Kansas,Barber,20007
Harper,KS,Kansas,Harper,20077
Hartford,KS,Kansas,Lyon,20119
Harveyville,KS,Kansas,Wabaunsee,20197
Havana,KS,Kansas,Montgomery,20101
Haven,KS,Kansas,Reno,20155
Havensville,KS,Kansas,Pottawatomie,20149
Haviland,KS,Kansas,Kiowa,20061
Hays,KS,Kansas,Ellis,20051
Haysville,KS,Kansas,Sedgwick,20115
Hazelton,KS,Kansas,Barber,20007
Healy,KS,Kansas,Lane,20101
Hepler,KS,Kansas,Crawford,20033
Herington,KS,Kansas,Dickinson,20059
Herndon,KS,Kansas,Rawlins,20153
Hesston,KS,Kansas,Harvey,20079
Hiawatha,KS,Kansas,Brown,20009
Highland,KS,Kansas,Doniphan,20043
Hill City,KS,Kansas,Graham,20009
Hillsboro,KS,Kansas,Marion,20093
Hillsdale,KS,Kansas,Miami,20103
Hoisington,KS,Kansas,Barton,20009
Holcomb,KS,Kansas,Finney,20055
Hollenberg,KS,Kansas,Washington,20129
Holton,KS,Kansas,Jackson,20071
Holyrood,KS,Kansas,Ellsworth,20053
Home,KS,Kansas,Marshall,20095
Hope,KS,Kansas,Dickinson,20059
Horton,KS,Kansas,Brown,20009
Howard,KS,Kansas,Elk,20049
Hoxie,KS,Kansas,Sheridan,20179
Hoyt,KS,Kansas,Jackson,20071
Hudson,KS,Kansas,Stafford,20185
Hugoton,KS,Kansas,Stevens,20189
Humboldt,KS,Kansas,Allen,20003
Hunter,KS,Kansas,Mitchell,20205
Hutchinson,KS,Kansas,Reno,20155
Independence,KS,Kansas,Montgomery,20101
Ingalls,KS,Kansas,Gray,20069
Inman,KS,Kansas,Mcpherson,20113
Iola,KS,Kansas,Allen,20003
Isabel,KS,Kansas,Barber,20007
Iuka,KS,Kansas,Pratt,20151
Jamestown,KS,Kansas,Cloud,20029
Jennings,KS,Kansas,Decatur,20087
Jetmore,KS,Kansas,Hodgeman,20083
Jewell,KS,Kansas,Jewell,20089
Johnson,KS,Kansas,Stanton,20187
Junction City,KS,Kansas,Geary,20061
Kanopolis,KS,Kansas,Ellsworth,20053
Kanorado,KS,Kansas,Sherman,20181
Kansas City,KS,Kansas,Wyandotte,20209
Kechi,KS,Kansas,Sedgwick,20115
Kendall,KS,Kansas,Hamilton,20047
Kensington,KS,Kansas,Smith,20183
Kincaid,KS,Kansas,Anderson,20003
Kingman,KS,Kansas,Kingman,20095
Kinsley,KS,Kansas,Edwards,20047
Kiowa,KS,Kansas,Barber,20007
Kirwin,KS,Kansas,Phillips,20107
Kismet,KS,Kansas,Seward,20175
La Crosse,KS,Kansas,Rush,20139
La Harpe,KS,Kansas,Allen,20003
Lacygne,KS,Kansas,Linn,20113
Lake City,KS,Kansas,Barber,20007
Lakin,KS,Kansas,Kearny,20093
Lamont,KS,Kansas,Greenwood,20073
Lancaster,KS,Kansas,Atchison,20005
Lane,KS,Kansas,Franklin,20059
Lansing,KS,Kansas,Leavenworth,20103
Larned,KS,Kansas,Pawnee,20145
Latham,KS,Kansas,Butler,20013
Lawrence,KS,Kansas,Douglas,20035
Le Roy,KS,Kansas,Coffey,20031
Leavenworth,KS,Kansas,Leavenworth,20103
Leawood,KS,Kansas,Johnson,20071
Lebanon,KS,Kansas,Smith,20183
Lebo,KS,Kansas,Coffey,20031
Lecompton,KS,Kansas,Douglas,20035
Lehigh,KS,Kansas,Marion,20093
Lenexa,KS,Kansas,Johnson,20071
Lenora,KS,Kansas,Norton,20137
Leon,KS,Kansas,Butler,20013
Leonardville,KS,Kansas,Riley,20161
Leoti,KS,Kansas,Wichita,20203
Levant,KS,Kansas,Thomas,20275
Lewis,KS,Kansas,Edwards,20047
Liberal,KS,Kansas,Seward,20175
Liberty,KS,Kansas,Montgomery,20101
Liebenthal,KS,Kansas,Rush,20139
Lincoln,KS,Kansas,Lincoln,20079
Lincolnville,KS,Kansas,Marion,20093
Lindsborg,KS,Kansas,Mcpherson,20113
Linn,KS,Kansas,Washington,20129
Linwood,KS,Kansas,Leavenworth,20103
Little River,KS,Kansas,Rice,20159
Logan,KS,Kansas,Phillips,20107
Long Island,KS,Kansas,Phillips,20107
Longford,KS,Kansas,Clay,20027
Longton,KS,Kansas,Elk,20049
Lorraine,KS,Kansas,Ellsworth,20053
Lost Springs,KS,Kansas,Marion,20093
Louisburg,KS,Kansas,Miami,20103
Lucas,KS,Kansas,Russell,20113
Ludell,KS,Kansas,Rawlins,20153
Luray,KS,Kansas,Russell,20113
Lyndon,KS,Kansas,Osage,20139
Lyons,KS,Kansas,Rice,20159
Macksville,KS,Kansas,Stafford,20185
Madison,KS,Kansas,Greenwood,20073
Mahaska,KS,Kansas,Washington,20129
Maize,KS,Kansas,Sedgwick,20115
Manhattan,KS,Kansas,Riley,20161
Mankato,KS,Kansas,Jewell,20089
Manter,KS,Kansas,Stanton,20187
Maple City,KS,Kansas,Cowley,20035
Maple Hill,KS,Kansas,Wabaunsee,20197
Mapleton,KS,Kansas,Bourbon,20011
Marienthal,KS,Kansas,Wichita,20203
Marion,KS,Kansas,Marion,20093
Marquette,KS,Kansas,Mcpherson,20113
Marysville,KS,Kansas,Marshall,20095
Matfield Green,KS,Kansas,Chase,20017
Mayetta,KS,Kansas,Jackson,20071
Mayfield,KS,Kansas,Sumner,20191
Mc Cracken,KS,Kansas,Rush,20139
Mc Cune,KS,Kansas,Crawford,20033
Mc Donald,KS,Kansas,Rawlins,20153
Mc Farland,KS,Kansas,Wabaunsee,20197
Mc Louth,KS,Kansas,Jefferson,20073
Mcconnell AFB,KS,Kansas,Sedgwick,20115
Mcpherson,KS,Kansas,Mcpherson,20113
Meade,KS,Kansas,Meade,20119
Medicine Lodge,KS,Kansas,Barber,20007
Melvern,KS,Kansas,Osage,20139
Meriden,KS,Kansas,Jefferson,20073
Milan,KS,Kansas,Sumner,20191
Milford,KS,Kansas,Geary,20061
Milton,KS,Kansas,Sumner,20191
Miltonvale,KS,Kansas,Cloud,20029
Minneapolis,KS,Kansas,Ottawa,20143
Minneola,KS,Kansas,Clark,20019
Mission,KS,Kansas,Johnson,20071
Moline,KS,Kansas,Elk,20049
Montezuma,KS,Kansas,Gray,20069
Monument,KS,Kansas,Logan,20083
Moran,KS,Kansas,Allen,20003
Morganville,KS,Kansas,Clay,20027
Morland,KS,Kansas,Graham,20009
Morrill,KS,Kansas,Brown,20009
Morrowville,KS,Kansas,Washington,20129
Moscow,KS,Kansas,Stevens,20189
Mound City,KS,Kansas,Linn,20113
Mound Valley,KS,Kansas,Labette,20099
Moundridge,KS,Kansas,Mcpherson,20113
Mount Hope,KS,Kansas,Sedgwick,20115
Mulberry,KS,Kansas,Crawford,20033
Mullinville,KS,Kansas,Kiowa,20061
Mulvane,KS,Kansas,Sedgwick,20115
Munden,KS,Kansas,Republic,20157
Murdock,KS,Kansas,Kingman,20095
Muscotah,KS,Kansas,Atchison,20005
Narka,KS,Kansas,Republic,20157
Nashville,KS,Kansas,Kingman,20095
Natoma,KS,Kansas,Osborne,20141
Neal,KS,Kansas,Greenwood,20073
Nekoma,KS,Kansas,Rush,20139
Neodesha,KS,Kansas,Wilson,20205
Neosho Falls,KS,Kansas,Coffey,20031
Neosho Rapids,KS,Kansas,Lyon,20119
Ness City,KS,Kansas,Ness,20135
Netawaka,KS,Kansas,Jackson,20071
New Albany,KS,Kansas,Wilson,20205
New Cambria,KS,Kansas,Saline,20125
New Century,KS,Kansas,Johnson,20071
Newton,KS,Kansas,Harvey,20079
Nickerson,KS,Kansas,Reno,20155
Niotaze,KS,Kansas,Chautauqua,20019
Norcatur,KS,Kansas,Decatur,20087
North Newton,KS,Kansas,Harvey,20079
Norton,KS,Kansas,Norton,20137
Nortonville,KS,Kansas,Jefferson,20073
Norway,KS,Kansas,Republic,20157
Norwich,KS,Kansas,Kingman,20095
Oakley,KS,Kansas,Logan,20083
Oberlin,KS,Kansas,Decatur,20087
Offerle,KS,Kansas,Edwards,20047
Ogallah,KS,Kansas,Trego,20195
Ogden,KS,Kansas,Riley,20161
Oketo,KS,Kansas,Marshall,20095
Olathe,KS,Kansas,Johnson,20071
Olmitz,KS,Kansas,Barton,20009
Olpe,KS,Kansas,Lyon,20119
Olsburg,KS,Kansas,Pottawatomie,20149
Onaga,KS,Kansas,Pottawatomie,20149
Oneida,KS,Kansas,Nemaha,20131
OP,KS,Kansas,Johnson,20071
Opolis,KS,Kansas,Crawford,20033
Osage City,KS,Kansas,Osage,20139
Osawatomie,KS,Kansas,Miami,20103
Osborne,KS,Kansas,Osborne,20141
Oskaloosa,KS,Kansas,Jefferson,20073
Oswego,KS,Kansas,Labette,20099
Otis,KS,Kansas,Rush,20139
Ottawa,KS,Kansas,Franklin,20059
Overbrook,KS,Kansas,Osage,20139
Overland Park,KS,Kansas,Johnson,20071
Oxford,KS,Kansas,Sumner,20191
Ozawkie,KS,Kansas,Jefferson,20073
Palco,KS,Kansas,Rooks,20163
Palmer,KS,Kansas,Washington,20129
Paola,KS,Kansas,Miami,20103
Paradise,KS,Kansas,Russell,20113
Park,KS,Kansas,Gove,20063
Parker,KS,Kansas,Linn,20113
